journalist,مدير ـ صحافي,
journalistic,صحافت کے متعلق ـ صحافتي,
journalize,اخبار ميںلکھنا,
journey,سفر ـ خشکي کا سفر,
journeymen,سفر کرنے والا آدمي,
joust,دو جانبازوں کي جنگ,
jouster,نيزه بازي کا مقابله کرنے والا,
jove,عطارد ـ روميوں کا بڑا ديوتا,
jovial,خوش مزاج ـ زنده دل,
joviality,زنده دلي,
jowl,گال ـ رخسار ـ جبڑا,
joy,خوش هونا ـ باغ باغ هونا,
joyful,مسرت بخشي,
joyous,پر مسرت,
joyousness,لطف و مسرت,
jubilant,مسرت کا اظهار کرنے والا,
jubilantly,مسرت سے,
jubilate,مسرت کا اظهار کرنا ـ خوشي منانا,
jubilation,خوشي منانا,
jubilee,پچاس سال کا جشن,
judaic,يهوديوں کا,
judaize,يهودي رسم و رواج کي پيروي کرناـ يهودي بنانا,
judas,جوڈا ـ غدار حواري,
judge,منصف ـ قاضي ـ مفتي ـ انصاف کرنے والا,
judgement,فيصله عدالت ـ حکم عدالت,
judger,انصاف کرنے والا ـ تحقيقا ت کرنے والا,
judgeship,جج کا عهده,
judicature,نظام عدليه,
judicial,عدالت کا,
judiciary,حکام عدالت ـ نظام عدل,
judicious,عقلمندانه ـ دانشمندانه,
judiciously,دانشمندي سے ـ عقلمندي سے,
jug,صراحي ـ جگ ـ پکاناـ خرگوش کا گوشت پکانا,
juggernaut,کرشن کا بت ـ کرشن کا مندر,
juggernautcar,کوئي عقيده جس کيلئے لوگ جانيں قربان کر ديں,
juggins,احمق ـ ساده لوح,
juggle,نظر بندي کرنا ـشعبده بازي کرنا,
juggler,فريبي ـ مداري ـ بازي گر,
jugglery,عياري ـ چابک دستي,
jugglingly,عياري سے,
jugular,حلق کا ـ گردن کا,
jugulate,مارنا ـ هلاک کرنا,
juice,رس ـ عرق,
juiceless,بے مزه,
juicer,عرق نکالنے والا ـ رس نکالنے والا,
juiciness,برسات کي شدت,
juicy,رس دار ـ رس بھرا,
jujitsu,جاپان کا فن کشتي,
juju,جادو ـ ٹونا ـمنتر ـ بے جان کي چيز کي پرستيں,
jujuism,جادو گري,
jujuist,جادو گر,
jujutsu,جاپان کا فن کشتي,
julep,شربت ـ شربت گلابـ جلاب,
july,جولائي ـ ساتواں مهينه,
jumble,گڑ بڑ سے چلنا  پھرنا ـ مخلوط کرنا,
jumbler,مخلوط کرنے والا,
jumbleshop,ايسي جگه جھاں کوئي چيز قاعدے سے نه رکھي هو ـ کباڑ خانه,
jumbo,موٹا آدمي يا جانور,
jump,اچھلنا ـ کودنا ـ چھلانگ لگانا,
jumpable,کودنے کے قابل,
jumper,کودنے والا,
junction,جوڑ ـ اتصال,
juncture,وقت ـ ملنے کي جگه,
june,جون ـ چھٹا مهينه,
jungle,جنگل ـ جھنکار,
jungly,جنگلي,
junior,چھوٹا ـ عمر ميں چھوٹا ـ کم مرتبه شخص,
juniper,ايک قسمí کي صنوبر ي جھاڑي,
junk,جهاز کا پرانا رسه,
junker,جرمني کا امير زاده,
junket,ضيافت کرناـ دعوت کرنا,
juno,باوقار حسينه,
junta,هسپانيه کي مجلس انتظاميه,
junto,سياسي جماعت,
jupiter,ديوتاؤں کا بادشاه ـ سياره عطارد,
jural,قانون کي مطابق,
jurassic,جراسک,
jurat,مجسٹريٹ ـ مهتتم بدليه,
jurator,بلديه کو چلانے والا,
juridical,قانوني ـ عدليه کے متعلق,
jurisconsult,مقنن ۔ ماہر قانون ۔,
jurisdiction,عدالتي کاروائي ـ عدالتي اختيار ـ حلقه عدليه,
jurisprudence,علم قانون,
jurist,ماهر قانون,
juror,جيوري کا رکن,
jury,جماعت منصفين,
jussive,حاکمانه ـ صيضئه امر,
just,ٹھيک ٹھيک ـ بالکل اسي طرح ـ ابھي ابھي,
justice,عدل ـ انصاف ـ ديانت داري ـ راست بازي,
justiceship,جج کا عهده,
justiciable,قابل داد رسي ـ حلقه عدالت کے اندر,
justifiable,معقول ـ عذر پزير,
justifiably,اس طرح که صحيح يا حق بجانب ثابت هو سکے,
justification,معقوليت ـ واجبيت,
justificatory,صحيح ثابت کرنے وال,
justify,واجب ٹھرانا ـ روا رکھاناـ تائيدي دلائل پيش کرنا,
jut,ابھر ا هوا ـ ابھار,
jute,پٹ سن ـ جرمن قوم کے باشندے,
juvenescence,طفلي سے جواني ميں قدم رکھنا,
juvenexcent,طفلي سے نوجواني ميں قدم رکھنے والا,
juvenile,جواني کا ـ شباب کا,
juvenility,نوعمري ـ ونفوان شباب ـ نوجواني,
juxtapose,برابر برابر رکھنا ـ پاس پاس رکھنا,
juxtaposition,قربت ـ نزديکي,
